CPU(J),RAM(J),%CPU,RAM(kB)
3.13,0.32,100,4381672
3.29,0.41,100,4504540
3.18,0.34,99.9,4509920
3.12,0.33,99.9,4560976
3.13,0.32,100,4490792
3.12,0.32,100,4419120
3.13,0.32,100,4367536
3.28,0.43,100,4521916
3.22,0.41,100.1,4598920
3.12,0.33,100,4527620
3.13,0.33,99.9,4456848
3.15,0.34,100,4386632
3.17,0.38,99.9,4509268
3.17,0.33,100,4546080
3.33,0.42,100,4552172
3.31,0.64,100,4450484
3.31,0.61,100,4486460
3.13,0.32,99.9,4415904
3.34,0.50,100.1,4514516
3.18,0.40,100,4562100
3.13,0.32,100,4489684
3.13,0.32,100,4418788
3.13,0.32,99.9,4443340
3.13,0.33,100,4563320
3.16,0.34,100,4588792
3.13,0.33,100,4518360
3.14,0.32,99.9,4447184
3.13,0.32,100,4470372
3.13,0.33,100,4399196
3.33,0.47,99.9,4570316
3.12,0.32,100.1,4547624
3.14,0.32,100,4475736
3.13,0.32,99.9,4445092
3.14,0.32,100,4430724
3.14,0.35,100,4465444
3.22,0.38,100,4540496
3.31,0.44,100,4408584
3.37,0.56,100,4367664
3.26,0.58,100,4464012
3.13,0.32,100,4463524
3.13,0.33,100,4582812
3.16,0.34,99.9,4511420
3.18,0.34,100,4439244
3.14,0.33,100,4439616
3.18,0.37,100,4489960
3.20,0.39,99.9,4462432
3.14,0.34,100,4539436
3.15,0.34,99.9,4469872
3.14,0.34,100,4402152
3.15,0.36,100,4425264
3.17,0.35,99.9,4496688
3.25,0.41,100.1,4570096
3.13,0.33,99.9,4498788
3.13,0.33,100,4427604
3.20,0.43,100,4452156
3.14,0.35,100,4475212
3.12,0.32,100,4597700
3.38,0.43,99.9,4485488
3.27,0.65,100,4418844
3.29,0.53,99.9,4341396
3.13,0.33,100,4527440
3.15,0.39,100,4551628
3.14,0.37,100,4527448
3.14,0.34,99.9,4456520
3.14,0.33,99.9,4385344
3.28,0.47,100,4508632
3.14,0.40,100,4581668
3.13,0.32,100,4559036
3.13,0.32,100,4488668
3.13,0.33,100,4417988
3.17,0.33,100,4436984
3.14,0.35,100,4564752
3.19,0.35,100,4544044
3.14,0.33,100,4521104
3.14,0.33,100,4450052
3.13,0.32,99.9,4379312
3.17,0.40,99.9,4499840
3.18,0.39,100.1,4498072
3.28,0.38,100,4485424
3.27,0.45,100,4397880
3.28,0.51,100,4413940
3.27,0.58,100,4346948
3.15,0.41,100,4543240
3.15,0.37,100,4571668
3.13,0.33,100,4500120
3.15,0.33,99.9,4428788
3.19,0.33,100,4356744
3.19,0.38,100.1,4492764
3.17,0.41,100,4606496
3.15,0.33,100,4535288
3.14,0.33,100,4465352
3.14,0.34,100,4393216
3.23,0.35,100,4400284
3.27,0.45,99.9,4573092
3.17,0.35,100,4571496
3.14,0.33,99.9,4501064
3.18,0.34,100,4429580
3.14,0.33,100,4405600
3.19,0.40,100,4434648
3.22,0.38,100,4520472
3.37,0.45,100,4469656
3.28,0.52,100,4369432
3.38,0.58,100,4349468
3.24,0.52,100,4507320
3.17,0.41,100,4563524
3.14,0.33,99.9,4559028
3.13,0.33,99.9,4486984
3.15,0.34,100,4415064
3.13,0.33,100,4393208
3.27,0.48,100,4383740
3.24,0.40,100,4504044
3.16,0.36,100,4438124
3.15,0.35,100,4370416
3.29,0.37,100,4449532
3.15,0.49,100,4415836
3.13,0.33,100,4429724
3.21,0.39,100,4514392
3.20,0.38,100,4546384
3.14,0.33,100,4475084
3.13,0.32,100,4404528
3.16,0.39,100,4477936
3.21,0.38,100,4554072
3.13,0.32,100,4509820
3.35,0.43,100,4428740
3.31,0.46,100,4480292
3.34,0.54,100,4349876
3.28,0.60,100,4527816
3.18,0.44,100,4601256
3.13,0.32,100.1,4530296
3.14,0.34,100,4459152
3.13,0.33,100.1,4387480
3.13,0.32,100,4453416
3.22,0.42,100,4560492
3.13,0.32,100,4566040
3.13,0.32,100,4495980
3.16,0.33,99.9,4424556
3.13,0.33,100,4353604
3.21,0.43,99.9,4465744
3.24,0.45,100,4602864
3.14,0.33,100,4531688
3.22,0.34,100,4460048
3.14,0.34,100,4389368
3.20,0.41,100,4398376
3.17,0.36,100,4637620
3.31,0.41,100,4541904
3.31,0.43,100,4443232
3.38,0.57,99.9,4389540
3.33,0.61,100,4430924
3.14,0.34,99.9,4559420
3.15,0.34,99.9,4585708
3.13,0.33,99.9,4515184
3.14,0.34,100,4444340
3.21,0.33,100,4372668
3.27,0.44,99.9,4448464
